case_id,case_number,case_type,status,opened_date,closed_date,jurisdiction_location_id,description
8254701c-2772-4620-955e-52b5344e6e10,FIR/LUN/2023/6739,theft,chargesheet_filed,2024-07-28,,d0184a09-161d-4442-9ae0-17c96fb4622e,Unidentified suspects posing as courier service personnel entered an office in Noida and stole a mobile phone from the reception desk.
9705a5fe-1971-4a9c-b93d-d28d4b7afd8c,FIR/SHA/2023/2029,theft,under_investigation,2023-08-12,,a67d384b-edfc-4caa-8a46-8b72e3208724,A bicycle parked inside the premises of an educational institution in Chandigarh went missing during morning lecture hours.
33c1ff2b-8608-413f-8733-80e420625fe5,FIR/HUN/2024/5324,theft,convicted,2023-12-29,2024-06-07,0f50f615-7033-4550-b3c0-1327c1c40070,"The lock of a small neighborhood provision store in Patna was broken overnight, and stock items along with the cash box were stolen."
4cac3177-7db9-4f88-bc52-ecba7be99fe6,FIR/LOK/2024/9653,theft,chargesheet_filed,2025-02-19,,44a689bd-ea9d-49fe-917d-79a7404e631f,A passenger traveling in an express train reported the theft of a trolley suitcase kept near the berth after the train crossed a junction.
45caf344-cb99-433f-9199-0154fb24f980,FIR/KAL/2023/6232,theft,under_investigation,2025-02-25,,1c6b2c51-aa55-4558-ae96-d1770fade444,Miscreants stole several meters of high-tension overhead copper cables in an industrial area on the outskirts of Bhopal.
87764c2f-9725-4c13-9168-95d25c3098e1,FIR/LAS/2024/1822,theft,convicted,2024-06-18,2024-11-10,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,A mobile phone was snatched from the hands of a commuter standing near the door of a moving metro train in Kochi.
f2f115ab-5b0b-4cdc-a136-b775845814d5,FIR/LUN/2025/1581,narcotics,closed,2025-03-31,2025-04-05,d0184a09-161d-4442-9ae0-17c96fb4622e,"Acting on a tip-off, Mumbai Anti-Narcotics Cell intercepted a vehicle near Mahim and recovered two kilograms of mephedrone, arresting the driver under the NDPS Act."
ea80813d-3659-4a06-a14c-a04d5d7bab41,FIR/NAW/2024/3226,narcotics,closed,2023-07-28,2025-03-03,3bcf3cb2-15e9-4118-b082-241e75e7f818,"Bangalore City Crime Branch raided a rented apartment in Koramangala, seizing 500 grams of MDMA pills and arresting two foreign nationals operating a local distribution network."
efb9f2ef-58c5-498e-8c7f-2d0aa5ead6b2,FIR/MUT/2024/9285,narcotics,under_investigation,2023-08-04,,c0975979-9043-4963-855f-ca856764a207,"During routine vehicle checking at a Delhi traffic checkpoint, police personnel recovered one kilogram of heroin concealed inside the spare tire of a commercial truck."
49a26a9f-b35f-4568-bb2e-17d99af060e0,FIR/ALA/2025/5688,narcotics,under_investigation,2024-11-12,,399368c8-c978-469c-be30-609d71bcffc7,"Hyderabad Prohibition and Excise department conducted a raid on a warehouse in Bowenpally, confiscating 100 kilograms of ganja intended for interstate trafficking."
ab8aa170-dc12-499a-bcc1-5b5db1816020,FIR/KAL/2024/7206,narcotics,chargesheet_filed,2024-06-28,,1c6b2c51-aa55-4558-ae96-d1770fade444,Chennai City Police arrested a local peddler near the railway station after finding 50 grams of brown sugar and digital weighing scales in his possession.
b9ceb3b1-3305-40af-a821-9e1abe3924c6,FIR/ALA/2023/3423,narcotics,convicted,2023-09-09,2024-02-12,399368c8-c978-469c-be30-609d71bcffc7,"Kolkata Police STF intercepted a courier parcel at a local hub originating from the northeast, seizing 10,000 Yaba tablets hidden within decorative wooden artifacts."
32e4d776-35df-4688-9259-7b74dd290ddc,FIR/DHA/2024/5200,narcotics,convicted,2025-03-19,2025-03-19,3a90b419-d49b-432d-b67f-8fef620d5ecd,"Pune Anti-Narcotics Cell raided a rooftop party in Koregaon Park, detaining several individuals and seizing small quantities of cocaine and charas for recreational use."
14734647-fde4-4e43-9b57-e5ed63d11d8b,FIR/DHA/2024/3385,narcotics,convicted,2025-01-25,2025-03-08,3a90b419-d49b-432d-b67f-8fef620d5ecd,Ahmedabad Crime Branch arrested a chemist shop owner for illegally selling prescription psychotropic substances without maintaining mandatory medical records.
11ab40eb-cfe5-44c7-9857-96a86a708aa2,FIR/NAW/2025/4526,narcotics,chargesheet_filed,2023-06-08,,3bcf3cb2-15e9-4118-b082-241e75e7f818,Jaipur Police intercepted a bus entering the city outskirts and apprehended a passenger carrying three kilograms of opium wrapped in traditional fabric bundles.
8e27cb1e-4acc-4c47-ba20-63020505ffb3,FIR/SHA/2024/3997,narcotics,convicted,2023-08-02,2024-12-26,a67d384b-edfc-4caa-8a46-8b72e3208724,"Goa Anti-Narcotics Cell conducted a beachside raid in Anjuna, arresting a local vendor found in possession of processed LSD blots and synthetic cannabis."
5eb57ea1-8ec6-4bc6-a73e-698dc4413def,FIR/NAW/2025/6163,extortion,chargesheet_filed,2023-08-21,,3bcf3cb2-15e9-4118-b082-241e75e7f818,The complainant reported receiving anonymous calls demanding five lakh rupees under threat of releasing morphed photographs to their employer in Mumbai.
419255c5-c457-4c9f-bcda-0a7c3d99e2ba,FIR/CHA/2023/9992,extortion,closed,2023-12-12,2024-10-08,b9753cbb-9cd4-451b-9705-22cc5bde2d04,A local businessman in Delhi was coerced into paying regular protection money to an organized extortion racket after his shop was vandalized.
37272ff5-5640-4079-b043-c1d98450a419,FIR/ALA/2024/1253,extortion,convicted,2024-05-25,2024-07-10,399368c8-c978-469c-be30-609d71bcffc7,Cyber cell registered a case where the victim was blackmailed through video recordings obtained via a malicious mobile application downloaded in Bangalore.
f41f2765-cf9f-4855-8144-45b8ff9a6801,FIR/SHA/2024/5492,extortion,chargesheet_filed,2024-06-17,,a67d384b-edfc-4caa-8a46-8b72e3208724,The accused intercepted a delivery truck in Jaipur and forced the driver to transfer funds digitally to avoid physical harm.
97dc9d85-ecad-4d07-91c0-9c19bd0144ba,FIR/LUN/2023/9345,extortion,chargesheet_filed,2024-12-11,,d0184a09-161d-4442-9ae0-17c96fb4622e,"An owner of a coaching institute in Patna received extortion letters containing live cartridges, demanding a heavy monthly levy for unhindered operations."
e0f34401-d8ee-4f29-8b34-fb6cb9dbcb2d,FIR/CHO/2023/9119,extortion,closed,2025-02-13,2025-05-01,3882bfc6-6f3e-42f1-acd5-875175110e2b,Two individuals were arrested in Chennai for blackmailing a real estate developer using fabricated documents regarding land ownership disputes.
a691f6e4-9bec-4abd-88c2-2fea613fd19e,FIR/KAL/2023/4361,extortion,chargesheet_filed,2023-12-21,,1c6b2c51-aa55-4558-ae96-d1770fade444,The victim was lured through a social media platform and subsequently held captive in an apartment in Hyderabad while extortionists demanded ransom from relatives.
965473d2-140c-4f93-a2ec-6146894edced,FIR/LAS/2023/8710,extortion,under_investigation,2025-01-24,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,A hotel manager in Kolkata lodged a complaint stating that self-proclaimed union leaders demanded extortion payments under the threat of shutting down business.
c0ea810c-1a6d-4330-9d2d-894cdfcd94c3,FIR/NAW/2023/3843,fraud,convicted,2023-09-23,2024-11-16,3bcf3cb2-15e9-4118-b082-241e75e7f818,"The complainant reported a fraudulent online investment scheme where the accused promised high returns on cryptocurrency trading through a mobile application, resulting in a loss of fifteen lakh rupees."
38bb5ebe-c26e-4632-a696-4b08cde7d500,FIR/CHO/2024/1311,fraud,closed,2023-12-08,2024-10-20,3882bfc6-6f3e-42f1-acd5-875175110e2b,"An unidentified caller posing as a bank manager duped the elderly victim into sharing their debit card pin and one-time password, subsequently unauthorized withdrawals were made from the savings account."
8d69e809-8a79-4370-a7d0-bd7c123a3e84,FIR/CHA/2025/6871,fraud,convicted,2023-06-15,2023-11-29,b9753cbb-9cd4-451b-9705-22cc5bde2d04,The accused posted a fake advertisement on a classifieds portal for selling a second-hand motor vehicle and collected an advance booking amount from the buyer before disconnecting all communication.
673c1159-8176-4463-a908-3063d6a97c7e,FIR/DHA/2023/7248,fraud,under_investigation,2024-03-18,,3a90b419-d49b-432d-b67f-8fef620d5ecd,"A fake job placement agency in Connaught Place collected registration and interview fees from multiple job seekers under the pretext of securing employment abroad, then closed their office."
b04f472f-93fd-4a6b-8abb-36524d29067d,FIR/SIN/2025/8479,fraud,closed,2024-11-29,2025-05-04,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,"The victim received an SMS containing a malicious link regarding electricity bill payment dues; after clicking the link and entering credentials, funds were siphoned off via multiple UPI transactions."
b40ffe3f-7b22-4fc2-ad82-854a15595c6e,FIR/DHA/2023/5527,fraud,under_investigation,2023-11-11,,3a90b419-d49b-432d-b67f-8fef620d5ecd,"An organized syndicate manufactured and distributed counterfeit branded consumer goods in wholesale markets, causing massive financial losses to the original manufacturing corporation."
8422232b-9b55-439a-a473-50bab3845213,FIR/LAS/2023/5484,fraud,chargesheet_filed,2024-09-10,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,The accused forged property ownership documents and sold a residential plot in a prime locality to the unsuspecting buyer by impersonating the actual landowner.
70c465ea-b32c-4aa7-8a20-0758ae82c763,FIR/ALA/2025/3435,fraud,closed,2024-12-16,2024-12-30,399368c8-c978-469c-be30-609d71bcffc7,"A fraudulent matrimonial profile was created by the accused to build a romantic relationship with the victim, eventually extracting funds under the guise of medical emergencies."
f9579609-ea16-4437-99df-151a38229587,FIR/EJA/2024/3141,fraud,chargesheet_filed,2024-01-10,,c72b3670-988d-4140-b70e-75cb3ec17b11,The merchant fell victim to a QR code scam where a customer sent a morphed payment success notification screenshot instead of actual money for high-value electronic goods.
89169038-b73b-4600-82fd-827b23d0e61c,FIR/HUN/2024/6683,fraud,closed,2024-07-23,2024-08-20,0f50f615-7033-4550-b3c0-1327c1c40070,Employees of a call center made international phone calls defrauding foreign nationals by posing as tax authority representatives and demanding immediate settlement fines through gift cards.
202ccf11-52fd-4d1f-bbda-29b19449433b,FIR/LAS/2023/8701,fraud,closed,2025-01-14,2025-03-28,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,The cooperative society's accountant embezzled funds from member accounts over two years by manipulating ledger entries and generating fake audit reports.
2adc778d-6d21-47d6-8531-dfa3fdaddb72,FIR/KAL/2024/3562,fraud,closed,2024-11-28,2025-03-06,1c6b2c51-aa55-4558-ae96-d1770fade444,A fake loan approval portal charged processing fees and insurance amounts from applicants but failed to disburse any loan amounts as promised in the advertisement.
596b1ac0-3292-44c3-ac53-3ae829304d9a,FIR/ALA/2024/7134,fraud,closed,2024-07-06,2024-07-16,399368c8-c978-469c-be30-609d71bcffc7,"The victim was added to a suspicious WhatsApp trading group where manipulated stock market tips were shared, leading to heavy investments in shell company shares orchestrated by the fraudsters."
fe7c5723-8d27-4ddc-8eb0-64e713c21db7,FIR/CHA/2023/7496,fraud,under_investigation,2023-09-20,,b9753cbb-9cd4-451b-9705-22cc5bde2d04,"An insurance agent collected premium renewal amounts in cash from elderly policyholders for years but never deposited the money into the actual insurance company accounts, issuing forged receipts instead."
8008ee93-44d6-4865-9243-01d56758fcc2,FIR/SIN/2024/5666,fraud,chargesheet_filed,2024-11-24,,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,The e-commerce seller received a fake return request where the buyer replaced a high-end smartphone with a dummy device and initiated a courier return to claim a full refund.
1c52f04b-b4a4-44c7-8647-210bd32ea55b,FIR/ALA/2025/1519,fraud,under_investigation,2024-12-17,,399368c8-c978-469c-be30-609d71bcffc7,"A fraudulent tour and travel agency booked dummy hotel rooms and flight tickets for a family vacation package, leaving the travelers stranded at the airport with invalid reservations."
b160cdd1-b9ed-49d9-88ed-fb396eafe986,FIR/LAS/2025/3912,cybercrime,chargesheet_filed,2024-09-17,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,The complainant in Mumbai reported losing 4.5 lakh rupees after downloading a remote access application upon instructions from a fake customer support representative.
9aee112e-fb58-4439-be6c-d646e9df16a2,FIR/CHO/2023/1434,cybercrime,chargesheet_filed,2023-09-03,,3882bfc6-6f3e-42f1-acd5-875175110e2b,"A Bengaluru-based IT professional fell victim to a part-time job scam on Telegram, transferring funds across multiple UPI handles for purported task completions with false high returns."
81f0a7ee-8c13-458b-a5b1-a51f344e19b4,FIR/SHA/2023/9385,cybercrime,under_investigation,2023-11-24,,a67d384b-edfc-4caa-8a46-8b72e3208724,Cyber police in Hyderabad registered an FIR regarding unauthorized withdrawals from a senior citizen's bank account following receipt of a fraudulent KYC expiration text message.
ccaf96a0-e148-4313-9d29-ab057a8be0dd,FIR/JAK/2024/8861,cybercrime,closed,2023-11-05,2024-02-24,f77c2362-fa09-4024-9ad2-7cf845b2b17e,The Chennai cyber cell received a complaint about morphed images of a college student being circulated on Instagram along with defamatory text and extortion demands.
ea122104-1cc3-4838-b3fe-5b2b918cad8b,FIR/DHA/2023/9235,cybercrime,chargesheet_filed,2024-01-24,,3a90b419-d49b-432d-b67f-8fef620d5ecd,A Pune resident lost life savings to an investment fraud involving a fraudulent mobile trading application that displayed fake profits before locking out withdrawal requests.
98f108a0-6ac5-47f3-b691-41b9a2d674f6,FIR/HUN/2025/5605,cybercrime,closed,2024-07-22,2024-11-25,0f50f615-7033-4550-b3c0-1327c1c40070,Kolkata police investigated a business email compromise incident where a local trading firm transferred 28 lakh rupees to a hacker-controlled account after intercepted invoice communication.
f998730b-ad7c-4bc4-b775-9aeef02fe0dd,FIR/SIN/2025/7773,cybercrime,under_investigation,2023-10-03,,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,"An Ahmedabad-based homemaker was duped of 60,000 rupees through a lottery scam promising a luxury car win upon payment of advance processing and clearance fees."
2b2ca2a6-c18d-4727-ab49-a2424417362a,FIR/LAS/2023/5733,cybercrime,convicted,2025-03-16,2025-03-31,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,Delhi Police cyber crime unit arrested operators of a fake call center that targeted foreign nationals by offering technical support services and demanding payment via gift cards.
f93faa02-5a2c-45ab-8a1a-f3f805f896ab,FIR/ALA/2024/3737,cybercrime,chargesheet_filed,2024-04-30,,399368c8-c978-469c-be30-609d71bcffc7,The Jaipur cyber wing registered a case after a victim's credit card was maxed out following an online transaction on a phishing replica of a popular utility bill payment portal.
9810dc89-3f1d-4d35-8d48-d08314487679,FIR/JAK/2023/4736,cybercrime,under_investigation,2025-02-03,,f77c2362-fa09-4024-9ad2-7cf845b2b17e,A Chandigarh university professor reported a case of identity theft wherein an unknown perpetrator created a fake social media profile to solicit financial aid from academic colleagues.
ed3276a9-f584-49cf-81b2-430e73eff8e0,FIR/JAK/2023/8219,cybercrime,convicted,2024-01-24,2024-09-28,f77c2362-fa09-4024-9ad2-7cf845b2b17e,Lucknow police filed a cyber extortion case after a local businessman received WhatsApp video calls from an unknown number displaying compromising recorded footage.
0d564898-edcb-4966-b7ba-9c3012c43294,FIR/LUN/2025/9619,cybercrime,under_investigation,2023-11-02,,d0184a09-161d-4442-9ae0-17c96fb4622e,A Kochi resident lost 1.2 lakh rupees when an online marketplace buyer sent a malicious QR code under the guise of transferring payment for a second-hand bicycle.
05f5a41b-f498-42f0-adc1-065e9a844e1b,FIR/HUN/2023/8366,human_trafficking,under_investigation,2025-05-02,,0f50f615-7033-4550-b3c0-1327c1c40070,An investigation was launched in Mumbai after a tip-off led authorities to a beauty parlor where two minor girls from Assam were found locked in the back room and coerced into commercial sex work.
45e5d506-b472-4e21-8fa9-fbfa4ab9d611,FIR/KAL/2023/5504,human_trafficking,chargesheet_filed,2024-09-01,,1c6b2c51-aa55-4558-ae96-d1770fade444,New Delhi railway station security intercepted an individual attempting to transport three young boys from rural Bihar under false promises of employment in garment factories.
f0e8371f-96ac-406f-86a8-3809123ec5fc,FIR/LAS/2023/2556,human_trafficking,chargesheet_filed,2025-02-21,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,"Bangalore police raided a purported placement agency operating in a residential suburb, rescuing five women whose passports were confiscated to force unpaid domestic servitude."
6e4ec153-2688-4ea5-bea3-e00f0777c86a,FIR/KAL/2024/3633,human_trafficking,closed,2024-08-22,2025-05-01,1c6b2c51-aa55-4558-ae96-d1770fade444,Hyderabad local authorities rescued four interstate migrant workers from a brick kiln where the employer withheld their wages and restricted their movement through physical threats.
3cd07ee4-0116-40eb-8174-ca2f649dffe8,FIR/ALA/2024/8630,human_trafficking,convicted,2023-09-30,2023-12-07,399368c8-c978-469c-be30-609d71bcffc7,Chennai anti-human trafficking unit detained two suspects operating a fraudulent modeling ring that lured aspiring actors from tier-two cities into forced digital pornography networks.
6fd523c1-12b3-4ea2-b2be-da137b7efd04,FIR/DHA/2024/4277,human_trafficking,under_investigation,2023-08-24,,3a90b419-d49b-432d-b67f-8fef620d5ecd,Kolkata enforcement personnel intercepted a vehicle near the border carrying four young adults who were being trafficked across state lines on fraudulent transit documents for bonded labor.
c6c82c66-753a-40af-af2d-474d8d7283cb,FIR/NAW/2025/4940,smuggling,chargesheet_filed,2024-12-01,,3bcf3cb2-15e9-4118-b082-241e75e7f818,"Intercepted a commercial vehicle at the city toll plaza, recovering twenty kilograms of smuggled gold bullion concealed within modified fuel tanks."
0f2accde-2c36-420b-915f-1672746f574c,FIR/JAK/2023/8707,smuggling,under_investigation,2023-10-03,,f77c2362-fa09-4024-9ad2-7cf845b2b17e,Apprehended two individuals near the railway station carrying multiple foreign-origin electronic gadgets and high-end smartphones without customs duty receipts.
186c7276-5ec7-4e75-834f-0fc840760ce4,FIR/CHO/2025/9711,smuggling,under_investigation,2024-09-14,,3882bfc6-6f3e-42f1-acd5-875175110e2b,"Raided a residential warehouse in the port district, seizing a large cache of contraband red sandalwood logs intended for illegal maritime export."
f6e0f40e-7c79-4fa0-b8bf-f8cdc9f63ac9,FIR/LAS/2025/1479,smuggling,under_investigation,2023-06-28,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,Dismantled an interstate syndicate at a bus depot by confiscating several packets of exotic wildlife species and rare turtle shells hidden in luggage.
5df90d3c-ba6e-437f-befe-7824f98ab232,FIR/CHO/2023/3172,smuggling,chargesheet_filed,2023-06-10,,3882bfc6-6f3e-42f1-acd5-875175110e2b,Seized a substantial quantity of banned foreign currency and undeclared precious gemstones from a passenger arriving on an international flight.
99c8be1f-5300-402c-86ec-b11c2ea49248,FIR/CHA/2024/1637,smuggling,convicted,2023-09-28,2024-11-08,b9753cbb-9cd4-451b-9705-22cc5bde2d04,"Stopped a speeding delivery van on the national highway bypass, discovering thousands of cartons of smuggled foreign cigarettes stashed under grocery bags."
c883c922-9b56-40dc-9016-a7d901ab3d9e,FIR/DHA/2023/7958,smuggling,under_investigation,2024-09-07,,3a90b419-d49b-432d-b67f-8fef620d5ecd,Recovered multiple vials of restricted pharmaceutical stimulants and performance-enhancing hormones during a surprise check at a local courier hub.
2626cc05-f644-4f91-8491-ae67b54844bc,FIR/DHA/2025/8634,smuggling,chargesheet_filed,2024-12-21,,3a90b419-d49b-432d-b67f-8fef620d5ecd,Confiscated vintage bronze artifacts and antique idols from a clandestine storage unit following a tip-off about an upcoming illicit export deal.
f8c8f6e7-f7ef-4e49-8d9b-054cf8871113,FIR/EJA/2025/4779,assault,convicted,2024-02-18,2024-11-17,c72b3670-988d-4140-b70e-75cb3ec17b11,The complainant reported that a verbal dispute over parking space allocation escalated when the accused physically assaulted him with a wooden stick in South Delhi.
c6595b2d-e1cc-4fec-8efd-649da19ba576,FIR/NAW/2023/6148,assault,closed,2025-04-10,2025-05-08,3bcf3cb2-15e9-4118-b082-241e75e7f818,An altercation outside a local marketplace in Mumbai resulted in the accused slapping and shoving the vendor after a disagreement regarding vegetable prices.
b88a5a6a-4bc9-4957-a08c-d1b0ebf86add,FIR/DHA/2023/5293,assault,chargesheet_filed,2024-04-06,,3a90b419-d49b-432d-b67f-8fef620d5ecd,The victim filed an FIR stating that two unknown individuals waylaid him near a desolate alleyway in Bangalore and struck him repeatedly with iron rods.
55d4d127-20bc-46ba-83a0-cde36e2c25a3,FIR/HUN/2024/2117,assault,convicted,2024-02-06,2025-05-29,0f50f615-7033-4550-b3c0-1327c1c40070,"During a late-night noise complaint dispute in a residential apartment complex in Kolkata, the accused lunged at the resident and caused minor lacerations."
452215ae-fb24-431f-a04f-74955767bd92,FIR/EJA/2023/8747,assault,closed,2024-04-24,2025-05-02,c72b3670-988d-4140-b70e-75cb3ec17b11,A road rage incident along a busy arterial road in Chennai led to the accused alighting from his vehicle and physically assaulting a motorcyclist over a minor scratch.
aa86d8e1-983e-45e2-9ca4-cdd1d25b6646,FIR/SIN/2024/7856,assault,convicted,2023-10-06,2024-06-04,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,The local tea stall owner in Hyderabad was assaulted by an aggrieved customer following a heated argument over unpaid bills and service delays.
2746a1c8-a450-4a63-b37b-482aa564b607,FIR/CHA/2023/1947,assault,under_investigation,2025-04-23,,b9753cbb-9cd4-451b-9705-22cc5bde2d04,Police registered a case after a security guard was beaten up by a group of youths attempting to forcefully enter a gated community in Pune without authorization.
a83505be-8b16-4bd7-8d74-2777f87e9a16,FIR/LAS/2025/2391,assault,convicted,2025-02-23,2025-04-19,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,An argument at a neighborhood construction site in Ahmedabad turned violent when a supervisor was struck by a laborer wielding a heavy wrench.
9e1b62f9-2bb3-4b1d-9b12-0fa642d829a0,FIR/LOK/2025/1267,assault,convicted,2025-02-07,2025-04-19,44a689bd-ea9d-49fe-917d-79a7404e631f,The complainant stated that she was physically manhandled and threatened by her neighbor during a boundary wall dispute in a Jaipur housing colony.
2849ef59-9ae1-476e-98ab-e840454aed9a,FIR/SIN/2025/2636,assault,under_investigation,2025-02-02,,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,"A brawl broke out inside a crowded local train compartment in Mumbai, resulting in one commuter sustaining facial injuries from punches thrown by a co-passenger."
61b5ebb8-84dd-4f67-aafa-79f947cac50f,FIR/MUT/2023/3552,assault,chargesheet_filed,2025-01-20,,c0975979-9043-4963-855f-ca856764a207,The management of a departmental store in Chandigarh reported that an unruly customer assaulted the cashier following a point-of-sale payment system failure.
d3f13649-81e0-403a-ab85-cbcac6f7738d,FIR/SIN/2024/5965,assault,under_investigation,2024-05-04,,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,"An agrarian dispute in a rural outpost near Lucknow escalated when the accused party attacked the complainant with farming implements, causing severe bruises."
d26475b2-a676-4842-b4f5-6beda6d5bbee,FIR/DHA/2025/7237,assault,under_investigation,2023-10-25,,3a90b419-d49b-432d-b67f-8fef620d5ecd,Patrolling officers intervened in a street fight in Bhopal where the accused was physically assaulting a pedestrian over a suspected theft allegation.
cf786abe-ac99-45e1-9959-2fa614adccf6,FIR/LAS/2025/7041,assault,chargesheet_filed,2025-01-29,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,The victim alleged that her estranged relative barged into her workplace in Patna and physically assaulted her in front of colleagues following a property disagreement.
8151ea22-eb78-4603-bed3-35f765cd5c38,FIR/SIN/2025/2692,missing_person,chargesheet_filed,2023-11-12,,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,"Case ID MP-2023-101: The complainant reported that their adult son left for a routine bank errand in Connaught Place, New Delhi, and failed to return by evening, with his mobile phone switched off since afternoon."
4075d07d-a7aa-40c0-af19-4ba3530271a5,FIR/LAS/2024/4982,missing_person,chargesheet_filed,2023-07-30,,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,"Case ID MP-2023-102: A local school administration in Andheri West, Mumbai, filed a missing report after an eighth-grade student did not board the designated school bus after dismissal hours."
85dcc87d-03db-430b-a1ca-98d7b727bd89,FIR/CHA/2024/4529,missing_person,closed,2024-09-01,2024-12-06,b9753cbb-9cd4-451b-9705-22cc5bde2d04,"Case ID MP-2023-103: The spouse of a software professional registered a complaint stating the individual went for an evening walk near Jubilee Hills, Hyderabad, and did not come back home or respond to calls."
306fb409-1acd-4304-9240-a6ffa1381731,FIR/HUN/2024/4663,missing_person,chargesheet_filed,2025-03-04,,0f50f615-7033-4550-b3c0-1327c1c40070,"Case ID MP-2023-104: Elderly care facility management in Salt Lake, Kolkata, reported that a 78-year-old resident with early-stage dementia wandered away from the premises during morning hours."
d5c9d467-90ec-4286-bea5-32ef855ece18,FIR/NAW/2023/3780,missing_person,chargesheet_filed,2024-06-30,,3bcf3cb2-15e9-4118-b082-241e75e7f818,"Case ID MP-2023-105: Factory supervisors in Peenya, Bengaluru, lodged a missing person report for a migrant daily wage worker who left the worksite during lunch break and failed to report back for the second shift."
0e12daed-dc20-40b3-8832-ffae12639f39,FIR/NAW/2023/4614,missing_person,convicted,2024-09-18,2025-02-08,3bcf3cb2-15e9-4118-b082-241e75e7f818,"Case ID MP-2023-106: The family of a college student studying in Sector 17, Chandigarh, reported them missing after they did not return to the hostel following their end-semester examinations."
